rider_id,city,signup_date,rider_type
R000702,Metroville,2021-11-13,New
R000703,Capital City,2022-07-16,Occasional
R000704,Capital City,2021-09-10,Power
R000705,Metroville,2022-08-24,Power
R000706,Metroville,2021-04-04,Regular
R000707,Metroville,2021-07-04,Regular
R000708,Metroville,2022-12-05,Power
R000709,Metroville,2021-11-24,Regular
R000710,Metroville,2021-05-05,Power
R000711,Metroville,2021-06-03,Occasional
R000712,Metroville,2021-02-22,Regular
R000713,Capital City,2022-12-05,Power
R000714,Metroville,2022-10-08,Power
R000715,Capital City,2021-03-14,Power
R000716,Metroville,2021-10-20,Occasional
R000717,Metroville,2022-08-16,Occasional
R000718,Metroville,2021-09-16,Regular
R000719,Metroville,2022-06-29,New
R000720,Metroville,2022-11-11,Occasional
R000721,Capital City,2022-04-10,Regular
R000722,Capital City,2021-12-09,Occasional
R000723,Capital City,2022-01-31,Regular
R000724,Capital City,2022-05-30,Power
R000725,Capital City,2021-09-23,Occasional
R000726,Metroville,2022-02-01,Occasional
R000727,Capital City,2022-01-21,Occasional
R000728,Metroville,2021-12-09,Power
R000729,Capital City,2022-03-23,Occasional
R000730,Metroville,2021-10-27,Occasional
R000731,Metroville,2022-04-18,Occasional
R000732,Metroville,2022-10-10,Occasional
R000733,Capital City,2021-09-07,Regular
R000734,Capital City,2022-12-13,Occasional
R000735,Capital City,2021-06-28,New
R000736,Metroville,2022-11-09,New
R000737,Capital City,2022-01-08,Occasional
R000738,Metroville,2022-05-17,Occasional
R000739,Capital City,2021-03-07,New
R000740,Capital City,2022-10-23,Occasional
R000741,Capital City,2021-03-05,Regular
R000742,Metroville,2022-11-21,Regular
R000743,Metroville,2022-12-01,Regular
R000744,Metroville,2022-04-23,Occasional
R000745,Metroville,2022-06-11,Occasional
R000746,Metroville,2022-12-12,Regular
R000747,Metroville,2021-04-05,Regular
R000748,Capital City,2022-07-29,Occasional
R000749,Capital City,2022-05-02,Occasional
R000750,Metroville,2022-08-25,Power
R000751,Metroville,2021-09-04,Occasional
R000752,Metroville,2021-02-15,Regular
R000753,Metroville,2022-09-06,Regular
R000754,Metroville,2021-06-03,Occasional
R000755,Capital City,2022-05-23,New
R000756,Capital City,2021-09-12,New
R000757,Capital City,2021-01-15,Regular
R000758,Metroville,2022-04-14,Regular
R000759,Capital City,2021-12-20,Power
R000760,Metroville,2022-07-14,Power
R000761,Metroville,2021-04-21,Power
R000762,Metroville,2021-04-20,Regular
R000763,Metroville,2022-09-06,Regular
R000764,Metroville,2022-07-18,Regular
R000765,Capital City,2022-02-17,Occasional
R000766,Metroville,2022-09-13,Occasional
R000767,Capital City,2021-05-19,Regular
R000768,Metroville,2022-12-06,Regular
R000769,Metroville,2022-02-16,Occasional
R000770,Metroville,2021-05-22,Occasional
R000771,Capital City,2021-02-07,Regular
R000772,Metroville,2021-12-13,Regular
R000773,Capital City,2021-11-21,Occasional
R000774,Capital City,2022-06-12,Occasional
R000775,Metroville,2022-10-16,Occasional
R000776,Capital City,2021-05-05,Occasional
R000777,Capital City,2021-01-24,Power
R000778,Metroville,2021-03-30,Regular
R000779,Capital City,2022-04-28,Occasional
R000780,Capital City,2022-09-19,Power
R000781,Metroville,2021-01-18,Regular
R000782,Capital City,2022-02-27,Regular
R000783,Capital City,2021-01-31,Occasional
R000784,Capital City,2021-04-27,Regular
R000785,Capital City,2022-08-31,Occasional
R000786,Metroville,2021-06-01,Regular
R000787,Capital City,2022-11-20,Power
R000788,Metroville,2022-01-11,Regular
R000789,Metroville,2021-07-05,Occasional
R000790,Capital City,2021-10-20,Occasional
R000791,Metroville,2021-02-23,Regular
R000792,Metroville,2021-12-18,Occasional
R000793,Capital City,2022-10-23,Regular
R000794,Capital City,2021-08-01,Occasional
R000795,Metroville,2021-03-09,New
R000796,Capital City,2022-01-17,Power
R000797,Metroville,2022-12-20,Regular
R000798,Capital City,2021-10-28,Occasional
R000799,Metroville,2021-08-18,Regular
R000800,Metroville,2022-09-15,Power
R000801,Metroville,2021-10-15,Regular
R000802,Metroville,2021-12-27,Regular
R000803,Metroville,2021-03-22,Occasional
R000804,Metroville,2021-09-18,Power
R000805,Metroville,2021-01-07,Occasional
R000806,Capital City,2022-07-29,Occasional
R000807,Metroville,2021-10-13,Regular
R000808,Metroville,2022-07-05,Occasional
R000809,Capital City,2021-07-16,Occasional
R000810,Metroville,2021-03-06,New
R000811,Metroville,2022-03-31,Regular
R000812,Metroville,2021-04-11,Power
R000813,Metroville,2021-06-29,Occasional
R000814,Metroville,2021-08-24,Occasional
R000815,Metroville,2021-09-12,Occasional
R000816,Capital City,2021-10-12,Regular
R000817,Capital City,2021-05-05,New
R000818,Capital City,2022-04-02,Regular
R000819,Metroville,2022-02-05,Regular
R000820,Capital City,2022-04-25,Power
R000821,Metroville,2022-10-05,Power
R000822,Metroville,2022-03-22,Occasional
R000823,Metroville,2021-09-27,New
R000824,Metroville,2022-04-27,Power
R000825,Capital City,2021-09-13,New
R000826,Metroville,2021-05-28,Regular
R000827,Metroville,2021-04-17,Regular
R000828,Metroville,2021-02-16,Power
R000829,Metroville,2021-12-09,Regular
R000830,Metroville,2022-01-22,Occasional
R000831,Capital City,2022-12-03,Occasional
R000832,Capital City,2021-08-13,Occasional
R000833,Capital City,2022-02-03,Power
R000834,Metroville,2022-06-29,Power
R000835,Metroville,2021-08-20,Power
R000836,Metroville,2022-05-29,Power
R000837,Capital City,2022-01-03,Power
R000838,Capital City,2022-04-12,Regular
R000839,Metroville,2022-01-18,Occasional
R000840,Metroville,2022-03-21,Occasional
R000841,Metroville,2021-05-01,Power
R000842,Capital City,2021-01-13,Power
R000843,Metroville,2022-03-25,Power
R000844,Capital City,2021-06-11,Occasional
R000845,Capital City,2022-12-22,New
R000846,Metroville,2021-07-21,Occasional
R000847,Metroville,2022-06-20,Regular
R000848,Metroville,2022-10-06,Regular
R000849,Metroville,2022-04-29,Regular
R000850,Capital City,2021-11-11,Occasional
R000851,Capital City,2021-08-19,Occasional
R000852,Metroville,2021-06-12,Occasional
R000853,Metroville,2022-04-30,Regular
R000854,Capital City,2021-01-24,Regular
R000855,Capital City,2021-09-01,Occasional
R000856,Metroville,2021-03-11,Regular
R000857,Capital City,2021-01-03,Occasional
R000858,Metroville,2021-08-17,Power
R000859,Metroville,2021-09-30,Occasional
R000860,Capital City,2022-12-15,Regular
R000861,Metroville,2022-09-28,Regular
R000862,Metroville,2022-03-06,Regular
R000863,Capital City,2022-05-20,Regular
R000864,Metroville,2021-11-13,Power
R000865,Capital City,2021-01-23,Occasional
R000866,Metroville,2022-04-27,Occasional
R000867,Metroville,2022-02-22,Occasional
R000868,Metroville,2021-02-21,Power
R000869,Metroville,2021-05-16,Regular
R000870,Metroville,2021-12-20,Occasional
R000871,Capital City,2021-09-04,New
R000872,Capital City,2021-06-14,Regular
R000873,Metroville,2021-07-07,Occasional
R000874,Metroville,2022-01-14,Regular
R000875,Capital City,2021-10-23,Regular
R000876,Metroville,2021-06-17,Regular
R000877,Metroville,2022-01-28,Regular
R000878,Capital City,2022-01-06,Power
R000879,Capital City,2021-01-12,Occasional
R000880,Metroville,2021-09-24,Occasional
R000881,Metroville,2022-03-30,Power
R000882,Metroville,2022-02-22,Occasional
R000883,Metroville,2022-04-19,Regular
R000884,Capital City,2022-05-10,Occasional
R000885,Metroville,2022-08-31,Regular
R000886,Metroville,2022-06-18,New
R000887,Capital City,2022-02-12,Power
R000888,Capital City,2022-09-01,Regular
R000889,Capital City,2021-07-02,Occasional
R000890,Metroville,2021-01-25,Power
R000891,Metroville,2022-06-26,Power
R000892,Metroville,2022-06-19,Occasional
R000893,Capital City,2022-05-25,Power
R000894,Capital City,2021-08-24,Occasional
R000895,Metroville,2022-03-24,Occasional
R000896,Metroville,2021-05-08,New
R000897,Metroville,2021-07-13,Occasional
R000898,Metroville,2021-04-30,Regular
R000899,Capital City,2022-03-18,Regular
R000900,Metroville,2022-09-21,Regular
R000901,Capital City,2022-06-17,New
R000902,Metroville,2022-03-04,Regular
R000903,Metroville,2022-05-14,New
R000904,Capital City,2021-12-28,Regular
R000905,Metroville,2022-07-02,Regular
R000906,Capital City,2022-02-26,New
R000907,Metroville,2022-12-18,Regular
R000908,Metroville,2021-01-06,Power
R000909,Metroville,2021-07-04,New
R000910,Capital City,2022-08-25,Regular
R000911,Metroville,2022-03-27,Regular
R000912,Capital City,2022-11-16,New
R000913,Capital City,2022-11-07,Occasional
R000914,Metroville,2021-06-14,Power
R000915,Capital City,2022-03-08,Regular
R000916,Capital City,2021-01-17,Occasional
R000917,Metroville,2022-08-25,New
R000918,Capital City,2021-03-19,Occasional
R000919,Metroville,2021-08-17,Regular
R000920,Capital City,2022-09-18,Regular
R000921,Metroville,2022-12-20,Occasional
R000922,Metroville,2021-05-24,Occasional
R000923,Capital City,2022-03-16,Regular
R000924,Metroville,2021-09-08,Regular
R000925,Capital City,2021-08-29,Occasional
R000926,Metroville,2021-10-07,Power
R000927,Capital City,2022-01-18,Power
R000928,Capital City,2022-06-27,Regular
R000929,Capital City,2022-11-10,Occasional
R000930,Capital City,2022-04-18,New
R000931,Capital City,2021-08-30,Occasional
R000932,Metroville,2022-09-07,Occasional
R000933,Capital City,2022-10-27,Power
R000934,Metroville,2021-11-17,Regular
R000935,Metroville,2021-08-16,New
R000936,Capital City,2022-10-18,Regular
R000937,Metroville,2021-05-21,Power
R000938,Capital City,2021-03-28,Occasional
R000939,Metroville,2021-01-29,Occasional
R000940,Metroville,2022-11-08,Occasional
R000941,Capital City,2022-07-30,Power
R000942,Capital City,2022-08-02,New
R000943,Metroville,2021-06-04,Occasional
R000944,Metroville,2022-02-24,Regular
R000945,Capital City,2022-10-06,Power
R000946,Metroville,2022-04-22,Occasional
R000947,Capital City,2022-09-02,Regular
R000948,Metroville,2021-06-09,New
R000949,Capital City,2021-11-01,Regular
R000950,Metroville,2021-04-21,New
R000951,Metroville,2021-05-01,Regular
R000952,Capital City,2021-04-08,Regular
R000953,Capital City,2022-05-15,Regular
R000954,Capital City,2021-07-15,Regular
R000955,Metroville,2021-12-08,Regular
R000956,Metroville,2021-09-27,Power
R000957,Capital City,2021-10-05,Regular
R000958,Metroville,2022-03-03,New
R000959,Capital City,2021-05-09,Occasional
R000960,Metroville,2021-10-19,Occasional
R000961,Capital City,2022-02-23,Regular
R000962,Capital City,2021-05-29,Regular
R000963,Capital City,2021-04-06,Regular
R000964,Metroville,2022-11-01,Occasional
R000965,Capital City,2021-04-17,Regular
R000966,Metroville,2022-09-22,Occasional
R000967,Metroville,2022-06-03,Occasional
R000968,Capital City,2021-04-01,Power
R000969,Metroville,2022-05-30,Power
R000970,Metroville,2022-04-06,Regular
R000971,Metroville,2021-02-24,Regular
R000972,Capital City,2022-10-10,New
R000973,Capital City,2022-07-25,Occasional
R000974,Metroville,2022-05-01,Regular
R000975,Metroville,2022-07-08,Occasional
R000976,Metroville,2021-06-15,Regular
R000977,Metroville,2022-10-17,New
R000978,Capital City,2022-07-25,Power
R000979,Capital City,2022-12-30,Occasional
R000980,Capital City,2021-11-09,New
R000981,Metroville,2021-09-27,Occasional
R000982,Capital City,2021-01-26,Regular
R000983,Metroville,2021-05-03,Occasional
R000984,Metroville,2021-09-07,Regular
R000985,Metroville,2022-03-09,Regular
R000986,Metroville,2022-11-29,Power
R000987,Metroville,2022-05-09,Occasional
R000988,Metroville,2022-03-12,Power
R000989,Metroville,2021-01-08,Occasional
R000990,Capital City,2022-03-18,Power
R000991,Metroville,2021-01-12,Power
R000992,Metroville,2021-09-24,Occasional
R000993,Metroville,2022-10-21,Regular
R000994,Capital City,2021-01-28,Occasional
R000995,Metroville,2022-05-07,New
R000996,Capital City,2022-04-06,Regular
R000997,Capital City,2021-04-01,Regular
R000998,Capital City,2021-05-08,Occasional
R000999,Capital City,2021-02-23,Regular
R001000,Metroville,2022-06-13,Regular
R001001,Metroville,2021-10-23,Regular
R001002,Capital City,2022-09-06,Regular
R001003,Metroville,2021-06-23,New
R001004,Metroville,2022-05-16,New
R001005,Metroville,2021-03-09,Occasional
R001006,Metroville,2022-08-02,Regular
R001007,Capital City,2022-04-04,Regular
R001008,Metroville,2022-08-09,Occasional
R001009,Metroville,2022-10-20,Power
R001010,Metroville,2022-11-01,Occasional
R001011,Capital City,2022-07-16,Occasional
R001012,Capital City,2022-02-21,Regular
R001013,Metroville,2021-05-02,Regular
R001014,Capital City,2021-05-29,Power
R001015,Metroville,2022-03-12,Occasional
R001016,Metroville,2021-10-09,Occasional
R001017,Metroville,2022-08-27,Power
R001018,Capital City,2021-09-09,Regular
R001019,Metroville,2021-01-26,Regular
R001020,Metroville,2022-02-24,Regular
R001021,Capital City,2021-01-15,Occasional
R001022,Metroville,2021-11-15,Regular
R001023,Capital City,2022-03-29,New
R001024,Metroville,2021-08-07,New
R001025,Metroville,2021-06-28,Regular
R001026,Metroville,2021-08-14,Occasional
R001027,Metroville,2021-10-10,Power
R001028,Capital City,2022-10-11,Occasional
R001029,Metroville,2021-04-29,Occasional
R001030,Capital City,2022-11-22,Occasional
R001031,Metroville,2021-10-16,Occasional
R001032,Capital City,2022-02-05,Occasional
R001033,Metroville,2021-04-23,New
R001034,Metroville,2022-04-20,Regular
R001035,Metroville,2022-12-06,Regular
R001036,Capital City,2022-09-30,Occasional
R001037,Metroville,2022-05-12,Power
R001038,Capital City,2021-02-10,Power
R001039,Metroville,2021-05-22,Occasional
R001040,Capital City,2021-05-10,New
R001041,Metroville,2022-12-11,Regular
R001042,Metroville,2021-02-12,Power
R001043,Metroville,2022-04-01,Occasional
R001044,Metroville,2021-05-21,Occasional
R001045,Capital City,2022-11-21,Regular
R001046,Capital City,2022-07-06,Power
R001047,Metroville,2021-09-07,Occasional
R001048,Metroville,2021-07-19,New
R001049,Metroville,2021-03-05,Occasional
R001050,Capital City,2021-10-06,Regular
R001051,Capital City,2022-03-23,Occasional
R001052,Metroville,2022-06-30,Occasional
R001053,Capital City,2021-05-12,Regular
R001054,Capital City,2021-10-12,Power
R001055,Metroville,2021-03-22,Power
R001056,Metroville,2021-08-16,Regular
R001057,Metroville,2022-09-30,Power
R001058,Capital City,2021-09-07,Regular
R001059,Metroville,2022-01-10,Occasional
R001060,Metroville,2021-11-09,Power
R001061,Capital City,2022-01-25,Occasional
R001062,Capital City,2022-02-07,Occasional
R001063,Capital City,2021-02-14,Occasional
R001064,Capital City,2022-09-16,Regular
R001065,Capital City,2022-07-21,Occasional
R001066,Metroville,2022-01-29,Regular
R001067,Metroville,2021-11-06,Occasional
R001068,Capital City,2021-01-21,Power
R001069,Metroville,2021-08-12,New
R001070,Metroville,2022-03-12,Power
R001071,Capital City,2021-02-22,Occasional
R001072,Capital City,2021-11-17,Regular
R001073,Metroville,2021-06-17,Power
R001074,Metroville,2022-11-25,Regular
R001075,Metroville,2021-09-23,Power
R001076,Metroville,2022-10-03,Regular
R001077,Capital City,2022-02-13,Power
R001078,Metroville,2022-04-18,Regular
R001079,Metroville,2022-02-04,Regular
R001080,Metroville,2022-09-05,New
R001081,Capital City,2021-11-14,Occasional
R001082,Metroville,2021-07-24,Power
R001083,Metroville,2022-12-31,Power
R001084,Capital City,2021-02-27,Regular
R001085,Capital City,2021-06-25,Regular
R001086,Capital City,2021-09-15,Regular
R001087,Metroville,2021-11-04,Power
R001088,Metroville,2022-11-07,Power
R001089,Metroville,2022-06-23,Occasional
R001090,Capital City,2021-07-20,Occasional
R001091,Metroville,2021-12-27,Regular
R001092,Metroville,2021-04-04,Regular
R001093,Capital City,2021-08-09,Power
R001094,Capital City,2021-04-01,New
R001095,Capital City,2021-10-06,Occasional
R001096,Metroville,2022-11-10,Power
R001097,Capital City,2022-06-07,Occasional
R001098,Metroville,2022-04-03,Occasional
R001099,Metroville,2021-06-18,Power
R001100,Metroville,2022-08-20,Regular
R001101,Capital City,2022-03-13,Regular
R001102,Metroville,2021-10-10,Regular
R001103,Capital City,2021-01-16,Power
R001104,Metroville,2021-08-23,Power
R001105,Metroville,2022-08-30,Power
R001106,Capital City,2022-12-03,Power
R001107,Metroville,2021-03-27,Power
R001108,Capital City,2021-04-18,Regular
R001109,Capital City,2022-05-01,Regular
R001110,Capital City,2021-01-05,Regular
R001111,Capital City,2022-07-23,Occasional
R001112,Metroville,2022-02-17,Regular
R001113,Metroville,2021-06-16,Occasional
R001114,Metroville,2022-12-18,Occasional
R001115,Metroville,2021-06-15,Regular
R001116,Capital City,2021-11-10,Regular
R001117,Capital City,2022-09-28,Power
R001118,Capital City,2022-05-16,Occasional
R001119,Capital City,2022-09-07,Regular
R001120,Metroville,2021-09-16,Regular
R001121,Capital City,2022-09-03,Regular
R001122,Metroville,2021-03-09,Power
R001123,Capital City,2022-07-28,Occasional
R001124,Metroville,2021-08-09,Power
R001125,Metroville,2022-03-09,Regular
R001126,Metroville,2021-07-29,Power
R001127,Capital City,2021-01-09,Power
R001128,Capital City,2022-03-28,Occasional
R001129,Metroville,2021-11-02,Occasional
R001130,Metroville,2021-08-25,Occasional
R001131,Capital City,2021-09-05,Occasional
R001132,Capital City,2022-04-27,Occasional
R001133,Capital City,2021-09-21,Occasional
R001134,Metroville,2021-06-16,New
R001135,Metroville,2022-08-06,Occasional
R001136,Metroville,2021-12-05,Regular
R001137,Metroville,2022-06-20,Occasional
R001138,Capital City,2021-04-28,Occasional
R001139,Capital City,2021-07-30,Occasional
R001140,Capital City,2022-08-15,Regular
R001141,Metroville,2022-10-22,Regular
R001142,Metroville,2022-03-25,Regular
R001143,Metroville,2021-11-03,Regular
R001144,Capital City,2022-01-18,Regular
R001145,Metroville,2021-07-31,Regular
R001146,Capital City,2022-04-03,Regular
R001147,Metroville,2022-12-30,Occasional
R001148,Metroville,2022-03-18,Regular
R001149,Metroville,2022-03-02,Regular
R001150,Metroville,2021-05-10,Regular
R001151,Capital City,2021-05-18,Occasional
R001152,Metroville,2021-02-25,Regular
R001153,Capital City,2021-08-18,Regular
