driver_id,city,join_date,experience_months,vehicle_type
D02557,Metroville,2020-09-01,28,Premium
D02558,Metroville,2020-04-02,33,Standard
D02559,Capital City,2022-12-06,0,Standard
D02560,Metroville,2021-04-11,21,Standard
D02561,Capital City,2022-02-11,10,Standard
D02562,Capital City,2021-02-07,23,Standard
D02563,Metroville,2021-04-05,21,XL
D02564,Capital City,2020-08-06,29,Standard
D02565,Capital City,2022-04-27,8,Standard
D02566,Capital City,2022-04-11,8,XL
D02567,Metroville,2020-01-13,36,Electric
D02568,Metroville,2021-06-03,19,Premium
D02569,Capital City,2021-02-02,23,Standard
D02570,Metroville,2020-11-28,25,Premium
D02571,Metroville,2022-04-14,8,XL
D02572,Metroville,2020-12-06,25,Premium
D02573,Metroville,2020-05-07,32,Standard
D02574,Capital City,2022-08-25,4,Premium
D02575,Metroville,2022-11-26,1,Standard
D02576,Capital City,2020-06-30,30,XL
D02577,Capital City,2020-12-05,25,Premium
D02578,Metroville,2020-08-30,28,XL
D02579,Capital City,2021-08-15,16,Standard
D02580,Metroville,2021-10-30,14,Standard
D02581,Capital City,2021-03-04,22,Premium
D02582,Capital City,2021-09-10,15,Standard
D02583,Capital City,2021-04-01,21,XL
D02584,Metroville,2020-05-01,32,Standard
D02585,Capital City,2021-06-06,19,Electric
D02586,Metroville,2021-02-03,23,Standard
D02587,Metroville,2021-02-22,22,Standard
D02588,Metroville,2021-11-29,13,Standard
D02589,Capital City,2022-04-16,8,Premium
D02590,Metroville,2021-03-13,21,XL
D02591,Capital City,2021-09-20,15,Standard
D02592,Metroville,2021-09-03,16,XL
D02593,Capital City,2021-08-09,17,Standard
D02594,Metroville,2020-04-06,33,XL
D02595,Metroville,2020-05-14,32,XL
D02596,Capital City,2022-11-23,1,Standard
D02597,Metroville,2021-03-31,21,Standard
D02598,Metroville,2020-02-20,34,Standard
D02599,Capital City,2022-06-20,6,Standard
D02600,Metroville,2020-11-06,26,Premium
D02601,Capital City,2022-03-04,10,Electric
D02602,Metroville,2021-03-14,21,Standard
D02603,Metroville,2022-07-19,5,Standard
D02604,Capital City,2020-01-14,36,Standard
D02605,Capital City,2020-04-01,33,Standard
D02606,Metroville,2020-05-29,31,XL
D02607,Metroville,2021-07-06,18,Standard
D02608,Metroville,2022-08-17,4,Electric
D02609,Metroville,2020-06-25,30,Standard
D02610,Capital City,2020-10-26,26,Premium
D02611,Capital City,2021-12-02,13,Standard
D02612,Capital City,2021-06-15,18,XL
D02613,Metroville,2022-03-14,9,Standard
D02614,Capital City,2020-12-17,24,Premium
D02615,Capital City,2022-09-03,4,XL
D02616,Metroville,2020-05-06,32,Standard
D02617,Metroville,2021-08-14,16,Standard
D02618,Metroville,2021-10-01,15,Standard
D02619,Capital City,2022-12-26,0,Standard
D02620,Metroville,2021-03-02,22,XL
D02621,Capital City,2021-01-02,24,Standard
D02622,Capital City,2020-04-18,32,Premium
D02623,Metroville,2022-03-08,9,Standard
D02624,Metroville,2021-06-22,18,XL
D02625,Metroville,2021-03-17,21,Standard
D02626,Capital City,2020-04-14,33,Standard
D02627,Metroville,2021-03-29,21,Standard
D02628,Metroville,2021-11-18,13,Premium
D02629,Capital City,2021-12-12,12,Standard
D02630,Metroville,2022-04-30,8,Standard
D02631,Capital City,2021-05-06,20,Premium
D02632,Metroville,2022-08-30,4,Standard
D02633,Metroville,2021-11-28,13,Standard
D02634,Capital City,2020-01-25,35,XL
D02635,Capital City,2020-03-05,34,Standard
D02636,Metroville,2021-06-02,19,Standard
D02637,Metroville,2021-08-11,16,Standard
D02638,Metroville,2020-11-22,25,Standard
D02639,Metroville,2020-08-18,28,Electric
D02640,Capital City,2022-12-10,0,Standard
D02641,Metroville,2021-05-01,20,Standard
D02642,Capital City,2021-07-16,17,Electric
D02643,Capital City,2021-11-09,13,Premium
D02644,Metroville,2022-03-12,9,Standard
D02645,Metroville,2021-05-05,20,Premium
D02646,Metroville,2022-11-11,1,Premium
D02647,Capital City,2022-11-03,1,Standard
D02648,Capital City,2020-08-21,28,Standard
D02649,Capital City,2022-07-24,5,Electric
D02650,Metroville,2020-12-08,25,Standard
D02651,Metroville,2020-05-24,31,XL
D02652,Metroville,2022-03-05,10,Electric
D02653,Metroville,2020-07-01,30,Premium
D02654,Capital City,2020-11-10,26,Premium
D02655,Metroville,2022-02-14,10,Standard
D02656,Metroville,2020-07-06,30,Standard
D02657,Metroville,2021-03-29,21,Standard
D02658,Capital City,2022-05-26,7,Standard
D02659,Capital City,2021-06-20,18,Standard
D02660,Metroville,2020-06-12,31,Standard
D02661,Metroville,2021-06-15,18,Standard
D02662,Capital City,2021-11-22,13,Electric
D02663,Metroville,2020-06-17,30,Standard
D02664,Metroville,2021-05-28,19,XL
D02665,Capital City,2022-02-02,11,XL
D02666,Metroville,2022-04-13,8,Standard
D02667,Metroville,2021-03-11,22,XL
D02668,Metroville,2022-11-28,1,Premium
D02669,Metroville,2022-04-23,8,Standard
D02670,Metroville,2022-09-16,3,Premium
D02671,Metroville,2021-03-04,22,Electric
D02672,Metroville,2020-04-29,32,Standard
D02673,Metroville,2020-12-07,25,XL
D02674,Metroville,2022-03-17,9,Standard
D02675,Metroville,2021-03-27,21,Standard
D02676,Capital City,2020-11-24,25,Standard
D02677,Capital City,2022-11-10,1,XL
D02678,Capital City,2020-07-26,29,Standard
D02679,Metroville,2021-03-09,22,Electric
D02680,Capital City,2020-10-13,27,Standard
D02681,Metroville,2022-01-02,12,Electric
D02682,Metroville,2021-03-04,22,XL
D02683,Metroville,2022-10-23,2,Standard
D02684,Metroville,2021-06-01,19,Standard
D02685,Metroville,2021-03-09,22,XL
D02686,Capital City,2022-10-13,2,Premium
D02687,Capital City,2020-02-19,34,Standard
D02688,Metroville,2022-09-09,3,Electric
D02689,Metroville,2022-04-06,9,Standard
D02690,Capital City,2020-03-20,33,Standard
D02691,Capital City,2022-08-24,4,XL
D02692,Metroville,2022-08-15,4,Standard
D02693,Capital City,2022-03-21,9,Standard
D02694,Metroville,2022-02-25,10,Standard
D02695,Capital City,2022-06-06,6,XL
D02696,Capital City,2020-01-27,35,Electric
D02697,Capital City,2022-02-01,11,Standard
D02698,Capital City,2021-09-07,16,Standard
D02699,Metroville,2022-06-27,6,XL
D02700,Metroville,2020-12-25,24,Electric
D02701,Metroville,2020-12-31,24,XL
D02702,Metroville,2021-02-08,23,Standard
D02703,Metroville,2022-07-19,5,Standard
D02704,Metroville,2020-09-08,28,Electric
D02705,Capital City,2021-01-28,23,Standard
D02706,Metroville,2022-08-12,4,Standard
D02707,Metroville,2020-03-29,33,Premium
D02708,Metroville,2020-10-03,27,XL
D02709,Metroville,2022-08-27,4,Standard
D02710,Capital City,2020-01-23,35,Standard
D02711,Capital City,2020-09-01,28,Premium
D02712,Capital City,2020-10-13,27,Standard
D02713,Capital City,2022-02-18,10,Premium
D02714,Metroville,2022-07-02,6,Standard
D02715,Metroville,2021-11-03,14,Standard
D02716,Capital City,2020-06-27,30,Standard
D02717,Capital City,2022-02-10,10,Standard
D02718,Metroville,2022-05-10,7,Electric
D02719,Metroville,2021-07-16,17,Standard
D02720,Capital City,2021-09-23,15,Electric
D02721,Capital City,2021-08-29,16,XL
D02722,Capital City,2022-09-08,3,Standard
D02723,Capital City,2022-11-13,1,Electric
D02724,Metroville,2022-09-16,3,Standard
D02725,Metroville,2021-09-27,15,Premium
D02726,Metroville,2020-04-26,32,Premium
D02727,Metroville,2022-10-07,2,Premium
D02728,Metroville,2022-10-07,2,Standard
D02729,Capital City,2021-10-10,14,Standard
D02730,Metroville,2021-09-12,15,Standard
D02731,Metroville,2022-02-23,10,Standard
D02732,Capital City,2022-03-26,9,XL
D02733,Capital City,2020-03-12,34,Standard
D02734,Metroville,2021-03-18,21,Standard
D02735,Capital City,2021-03-11,22,Standard
D02736,Capital City,2020-10-30,26,Standard
D02737,Metroville,2020-10-13,27,Standard
D02738,Capital City,2022-11-23,1,Standard
D02739,Metroville,2020-02-22,34,Electric
D02740,Capital City,2021-05-18,19,Standard
D02741,Metroville,2020-03-29,33,Standard
D02742,Metroville,2022-11-14,1,XL
D02743,Metroville,2020-09-04,28,XL
D02744,Metroville,2022-08-15,4,Standard
D02745,Capital City,2022-10-11,2,Standard
D02746,Capital City,2021-11-18,13,Premium
D02747,Metroville,2022-10-20,2,Standard
D02748,Metroville,2021-10-31,14,Electric
D02749,Metroville,2021-09-18,15,Standard
D02750,Metroville,2020-03-31,33,Premium
D02751,Metroville,2022-12-18,0,Standard
D02752,Capital City,2021-01-16,23,Standard
D02753,Metroville,2022-07-20,5,Premium
D02754,Capital City,2020-12-09,25,Standard
D02755,Metroville,2020-02-24,34,Standard
D02756,Metroville,2022-01-30,11,Premium
D02757,Metroville,2020-10-10,27,Premium
D02758,Metroville,2021-10-23,14,XL
D02759,Metroville,2022-02-24,10,Electric
D02760,Metroville,2022-12-17,0,XL
D02761,Metroville,2021-06-04,19,Standard
D02762,Capital City,2021-07-06,18,Standard
D02763,Metroville,2020-11-26,25,Premium
D02764,Capital City,2020-02-20,34,Standard
D02765,Metroville,2020-10-28,26,Standard
D02766,Capital City,2022-02-08,10,Standard
D02767,Capital City,2021-11-15,13,Standard
D02768,Metroville,2021-07-26,17,Standard
D02769,Capital City,2021-02-15,22,Standard
D02770,Metroville,2021-11-27,13,Standard
D02771,Metroville,2021-03-03,22,Standard
D02772,Metroville,2021-07-17,17,XL
D02773,Metroville,2020-10-19,26,Standard
D02774,Capital City,2022-05-02,8,Standard
D02775,Capital City,2021-05-27,19,Standard
D02776,Metroville,2020-06-21,30,Standard
D02777,Metroville,2022-11-03,1,Standard
D02778,Metroville,2020-07-03,30,XL
D02779,Metroville,2020-02-18,34,Standard
D02780,Metroville,2020-09-23,27,XL
D02781,Metroville,2021-11-08,13,Standard
D02782,Capital City,2021-12-19,12,Electric
D02783,Metroville,2022-05-16,7,Electric
D02784,Metroville,2022-10-08,2,Electric
D02785,Capital City,2020-10-30,26,XL
D02786,Capital City,2022-05-28,7,Standard
D02787,Metroville,2021-11-06,14,Standard
D02788,Metroville,2021-11-18,13,Standard
D02789,Capital City,2021-04-30,20,Standard
D02790,Metroville,2021-10-20,14,Standard
D02791,Capital City,2021-04-20,20,Standard
D02792,Metroville,2020-12-23,24,XL
D02793,Capital City,2020-05-27,31,XL
D02794,Capital City,2022-09-12,3,Standard
D02795,Capital City,2021-09-18,15,Standard
D02796,Metroville,2021-08-03,17,Standard
D02797,Metroville,2021-10-14,14,Standard
D02798,Metroville,2020-02-20,34,Standard
D02799,Metroville,2022-11-14,1,Premium
D02800,Metroville,2021-04-07,21,Electric
D02801,Metroville,2022-12-07,0,Premium
D02802,Capital City,2021-10-15,14,Electric
D02803,Metroville,2021-12-27,12,Standard
D02804,Metroville,2021-02-17,22,Standard
D02805,Metroville,2021-11-05,14,XL
D02806,Metroville,2020-03-14,34,Standard
D02807,Metroville,2020-10-28,26,Standard
D02808,Capital City,2021-03-02,22,XL
D02809,Metroville,2020-06-08,31,Standard
D02810,Capital City,2020-10-23,26,Standard
D02811,Capital City,2022-01-28,11,Electric
D02812,Metroville,2020-03-31,33,Standard
D02813,Metroville,2020-04-23,32,Electric
D02814,Metroville,2021-05-27,19,Standard
D02815,Capital City,2021-08-11,16,XL
D02816,Metroville,2022-07-26,5,Standard
D02817,Metroville,2022-05-27,7,Standard
D02818,Metroville,2023-01-01,0,XL
D02819,Metroville,2022-10-30,2,Standard
D02820,Metroville,2022-09-21,3,Standard
D02821,Capital City,2022-12-10,0,XL
D02822,Capital City,2021-06-19,18,Premium
D02823,Capital City,2023-01-01,0,Standard
D02824,Metroville,2021-04-20,20,Premium
D02825,Metroville,2020-07-04,30,Standard
D02826,Metroville,2020-11-11,26,Standard
D02827,Metroville,2022-02-09,10,Premium
D02828,Metroville,2022-06-16,6,Electric
D02829,Metroville,2022-09-14,3,Standard
D02830,Metroville,2020-12-09,25,Standard
D02831,Capital City,2021-10-18,14,Standard
D02832,Metroville,2021-12-07,13,Standard
D02833,Metroville,2020-08-18,28,Standard
D02834,Metroville,2020-11-29,25,Standard
D02835,Capital City,2022-07-30,5,Premium
D02836,Metroville,2021-06-07,19,Standard
D02837,Capital City,2020-08-29,28,Premium
D02838,Metroville,2022-11-17,1,Standard
D02839,Metroville,2021-05-02,20,Standard
D02840,Metroville,2022-10-22,2,Standard
D02841,Capital City,2022-05-01,8,Standard
D02842,Metroville,2021-04-23,20,Premium
D02843,Capital City,2022-03-17,9,Standard
D02844,Metroville,2021-07-12,17,Standard
D02845,Metroville,2020-06-10,31,Standard
D02846,Metroville,2021-11-08,13,Standard
D02847,Capital City,2022-04-30,8,Standard
D02848,Metroville,2022-10-31,2,Standard
D02849,Capital City,2020-05-01,32,XL
D02850,Capital City,2022-01-09,11,Electric
D02851,Metroville,2022-12-03,0,Standard
D02852,Metroville,2022-05-16,7,Standard
D02853,Metroville,2022-07-09,5,Standard
D02854,Metroville,2021-09-08,16,Standard
D02855,Capital City,2020-06-13,31,Standard
D02856,Metroville,2021-06-21,18,Standard
D02857,Capital City,2021-06-27,18,Premium
D02858,Metroville,2022-11-16,1,Standard
D02859,Capital City,2020-04-24,32,Standard
D02860,Capital City,2022-08-25,4,Standard
D02861,Metroville,2022-02-22,10,XL
D02862,Metroville,2021-10-17,14,Standard
D02863,Metroville,2022-08-21,4,XL
D02864,Metroville,2020-10-09,27,Standard
D02865,Metroville,2020-11-20,25,XL
D02866,Metroville,2022-11-01,2,Standard
D02867,Metroville,2022-10-17,2,Premium
D02868,Capital City,2020-03-19,33,Standard
D02869,Capital City,2020-07-30,29,Standard
D02870,Metroville,2020-05-23,31,XL
D02871,Metroville,2020-09-09,28,Premium
D02872,Capital City,2022-01-08,11,Standard
D02873,Metroville,2022-12-05,0,XL
D02874,Metroville,2022-10-03,3,Standard
D02875,Metroville,2022-08-25,4,Standard
D02876,Capital City,2021-06-05,19,Standard
D02877,Capital City,2021-06-04,19,XL
D02878,Metroville,2020-04-25,32,Standard
D02879,Capital City,2021-11-12,13,Premium
D02880,Metroville,2021-07-03,18,Standard
D02881,Metroville,2022-11-13,1,Standard
D02882,Metroville,2021-06-24,18,Premium
D02883,Metroville,2021-12-12,12,Electric
D02884,Capital City,2021-09-08,16,Standard
D02885,Metroville,2020-06-28,30,Premium
D02886,Capital City,2022-12-29,0,Electric
D02887,Metroville,2022-10-03,3,Standard
D02888,Capital City,2020-07-24,29,Standard
D02889,Capital City,2020-04-06,33,Standard
D02890,Capital City,2021-09-14,15,Standard
D02891,Capital City,2022-09-27,3,Standard
D02892,Capital City,2021-05-25,19,Standard
D02893,Metroville,2020-12-17,24,Standard
D02894,Capital City,2022-07-04,6,Standard
D02895,Metroville,2020-12-10,25,Standard
D02896,Metroville,2020-06-11,31,Standard
D02897,Metroville,2020-05-09,32,XL
D02898,Metroville,2022-01-31,11,Premium
D02899,Capital City,2020-11-28,25,Electric
D02900,Capital City,2020-12-02,25,Standard
D02901,Capital City,2022-03-09,9,Standard
D02902,Metroville,2021-03-16,21,Premium
D02903,Capital City,2021-01-21,23,Standard
D02904,Metroville,2020-09-20,27,Standard
D02905,Metroville,2022-01-10,11,Premium
D02906,Metroville,2020-10-01,27,Standard
D02907,Metroville,2020-11-30,25,XL
D02908,Capital City,2020-05-19,31,XL
D02909,Metroville,2021-01-20,23,XL
D02910,Metroville,2021-05-13,19,XL
D02911,Metroville,2022-03-05,10,Standard
D02912,Metroville,2020-03-25,33,Standard
D02913,Metroville,2020-09-18,27,Electric
D02914,Metroville,2020-12-25,24,Standard
D02915,Metroville,2020-07-31,29,Standard
D02916,Capital City,2022-07-08,5,Standard
D02917,Capital City,2021-08-01,17,Standard
D02918,Capital City,2022-03-26,9,Standard
D02919,Capital City,2021-02-19,22,Standard
D02920,Capital City,2020-12-28,24,Standard
D02921,Metroville,2020-05-21,31,Standard
D02922,Capital City,2020-06-22,30,Standard
D02923,Metroville,2022-01-30,11,Premium
D02924,Capital City,2022-10-06,2,Electric
D02925,Metroville,2021-01-28,23,Standard
D02926,Metroville,2020-02-29,34,Premium
D02927,Capital City,2022-03-10,9,Electric
D02928,Capital City,2021-02-01,23,XL
D02929,Capital City,2022-02-09,10,Standard
D02930,Capital City,2022-03-22,9,XL
D02931,Metroville,2021-11-06,14,Standard
D02932,Metroville,2020-10-12,27,XL
D02933,Capital City,2022-07-18,5,Standard
D02934,Capital City,2020-08-26,28,Standard
D02935,Capital City,2022-05-17,7,XL
D02936,Capital City,2020-03-11,34,Standard
D02937,Capital City,2022-10-08,2,Standard
D02938,Metroville,2020-02-02,35,Standard
D02939,Capital City,2022-06-03,7,Electric
D02940,Metroville,2022-12-24,0,Electric
D02941,Metroville,2021-07-29,17,Standard
D02942,Metroville,2022-01-29,11,Standard
D02943,Capital City,2021-09-24,15,Premium
D02944,Metroville,2021-02-15,22,XL
D02945,Metroville,2020-04-05,33,Standard
D02946,Metroville,2022-05-07,7,Premium
D02947,Capital City,2021-03-06,22,Standard
D02948,Metroville,2020-11-28,25,Standard
D02949,Metroville,2020-10-15,26,Premium
D02950,Metroville,2020-01-26,35,Premium
D02951,Metroville,2020-10-19,26,Standard
D02952,Metroville,2021-10-10,14,Standard
D02953,Capital City,2021-01-12,23,Standard
D02954,Metroville,2020-09-18,27,Premium
D02955,Capital City,2022-05-29,7,XL
D02956,Metroville,2021-09-26,15,Standard
D02957,Capital City,2020-06-16,30,XL
D02958,Metroville,2022-02-17,10,Standard
D02959,Metroville,2021-12-12,12,Standard
D02960,Metroville,2022-12-31,0,Standard
D02961,Metroville,2020-03-04,34,Standard
D02962,Metroville,2022-05-26,7,Standard
D02963,Metroville,2020-03-23,33,Electric
D02964,Metroville,2022-03-12,9,Premium
D02965,Capital City,2022-08-07,4,Standard
D02966,Metroville,2021-04-14,20,Standard
D02967,Capital City,2021-08-24,16,Standard
D02968,Metroville,2020-09-22,27,XL
D02969,Capital City,2021-04-21,20,Standard
D02970,Capital City,2021-10-30,14,Standard
D02971,Capital City,2022-06-18,6,Standard
D02972,Capital City,2021-12-06,13,Standard
D02973,Metroville,2022-11-14,1,Standard
D02974,Capital City,2022-11-29,1,Standard
D02975,Metroville,2022-10-30,2,Standard
D02976,Metroville,2021-05-06,20,Premium
D02977,Capital City,2022-04-29,8,XL
D02978,Capital City,2021-11-03,14,Standard
D02979,Metroville,2021-12-17,12,Standard
D02980,Capital City,2022-08-08,4,Premium
D02981,Metroville,2022-08-17,4,Standard
D02982,Metroville,2021-07-31,17,Standard
D02983,Capital City,2020-06-19,30,Standard
D02984,Capital City,2022-05-03,8,Electric
D02985,Capital City,2020-08-20,28,Electric
D02986,Metroville,2020-12-30,24,Electric
D02987,Metroville,2020-09-28,27,XL
D02988,Metroville,2022-12-11,0,Standard
D02989,Metroville,2021-04-27,20,Standard
D02990,Capital City,2021-01-29,23,XL
D02991,Metroville,2020-10-29,26,Standard
D02992,Capital City,2020-11-25,25,Standard
D02993,Capital City,2021-11-01,14,Standard
D02994,Capital City,2021-04-19,20,Electric
D02995,Metroville,2020-08-07,29,Standard
D02996,Capital City,2020-04-27,32,Electric
D02997,Capital City,2022-10-08,2,Standard
D02998,Metroville,2020-03-31,33,Standard
D02999,Metroville,2022-10-29,2,Premium
D03000,Metroville,2020-03-14,34,Premium
